,best_NN_score_alpha1_5_tr
92192,15.604386
92193,20.22719
92194,9.708166
92195,5.9340076
92196,4.766792
92197,18.685024
92198,14.748964
92199,16.952856
92200,19.84081
92201,13.521442
92202,12.016898
92203,12.324685
92204,22.081987
92205,16.953096
92206,14.479188
92207,12.123625
92208,13.020984
92209,5.326702
92210,4.8566976
92211,4.4766016
92212,11.621017
92213,17.3198
92214,10.503955
92215,16.382305
92216,16.751368
92217,21.846197
92218,12.290311
92219,11.314647
92220,17.026396
92221,10.683766
92222,12.10698
92223,8.504363
92224,11.167295
92225,12.262246
92226,16.874043
92227,9.829979
92228,6.235712
92229,8.724974
92230,13.679808
92231,19.591255
92232,3.9873912
92233,5.5005684
92234,7.909833
92235,9.60652
92236,12.6898575
92237,10.626892
92238,9.096506
92239,6.226638
92240,15.728162
92241,4.0019464
92242,11.277796
92243,14.636011
92244,14.2870245
92245,5.7919407
92246,3.8657568
92247,12.05599
92248,15.886694
92249,18.671661
92250,4.40582
92251,15.146345
92252,5.1342354
92253,17.403004
92254,11.206386
92255,7.9470754
92256,12.233884
92257,17.746792
92258,16.710934
92259,11.996578
92260,12.13794
92261,10.207293
92262,10.939619
92263,20.702099
92264,4.5066037
92265,15.057976
92266,10.6945
92267,10.152251
92268,10.957728
92269,4.752409
92270,11.182056
92271,4.176535
92272,5.537243
92273,10.827177
92274,3.910508
92275,6.8066454
92276,19.06458
92277,15.146474
92278,8.7127285
92279,4.647502
92280,6.938793
92281,8.683045
92282,2.523715
92283,13.47459
92284,3.1748548
92285,3.9533029
92286,7.152787
92287,9.223152
92288,6.395672
92289,16.536953
92290,5.9632792
92291,10.317898
92292,15.84328
92293,17.190786
92294,12.819784
92295,14.391876
92296,5.4280496
92297,22.597391
92298,6.738826
92299,10.876966
92300,11.679827
92301,16.951715
92302,12.682919
92303,10.11792
92304,11.658976
92305,10.048496
92306,14.372727
92307,19.177534
92308,21.98782
92309,11.218859
92310,17.74716
92311,9.929641
92312,6.2640195
92313,10.227579
92314,11.155708
92315,9.082527
92316,14.385743
92317,11.131205
92318,8.813227
92319,20.522543
92320,3.3049207
92321,10.981138
92322,11.420753
92323,14.494398
92324,11.269662
92325,3.9765944
92326,5.46285
92327,13.595202
92328,12.332057
92329,3.7313538
92330,18.190079
92331,14.32205
92332,21.993614
92333,4.21662
92334,10.9835005
92335,8.093205
92336,17.932308
92337,16.54479
92338,14.540872
92339,17.911615
92340,4.822095
92341,5.6385756
92342,5.186454
92343,10.350323
92344,11.974306
92345,12.432206
92346,12.553731
92347,7.7351675
92348,9.300915
92349,19.185163
92350,18.426023
92351,8.378092
92352,7.5786047
92353,5.0893974
92354,18.220144
92355,12.349865
92356,7.580463
92357,8.290084
92358,12.77227
92359,16.68921
92360,10.564045
92361,4.490135
92362,13.992844
92363,11.264816
92364,4.543756
92365,9.359003
92366,7.7970657
92367,13.203317
92368,14.469668
92369,22.571968
92370,10.186172
92371,13.757978
92372,17.322393
92373,19.583681
92374,18.31491
92375,10.676481
92376,18.903051
92377,22.857763
92378,7.520219
92379,9.992691
92380,8.055037
92381,11.24557
92382,12.436813
92383,7.7772694
92384,9.766748
92385,4.354563
92386,14.7662325
92387,19.796976
92388,10.320228
92389,15.168216
92390,4.912938
92391,12.663831
92392,4.721409
92393,8.611223
92394,9.477495
92395,9.430231
92396,19.419489
92397,18.002283
92398,12.205161
92399,19.399244
92400,13.908254
92401,12.049091
92402,14.672591
92403,12.766933
92404,14.437116
92405,17.01349
92406,18.95874
92407,11.600785
92408,13.077261
92409,21.374086
92410,5.9031343
92411,17.933134
92412,6.099407
92413,13.943528
92414,19.456457
92415,5.319566
92416,6.343084
92417,3.4021058
92418,13.612771
92419,13.572571
92420,8.311417
92421,10.6661625
92422,11.411222
92423,9.199928
92424,9.274385
92425,9.693518
92426,9.844522
92427,5.396383
92428,12.412117
92429,13.111383
92430,12.003074
92431,11.92934
92432,13.442959
92433,5.2710476
92434,12.4390545
92435,12.067125
92436,13.465021
92437,11.481148
92438,7.4955463
92439,10.117767
92440,15.528425
92441,13.416419
92442,10.024968
92443,13.860743
92444,10.830709
92445,10.799335
92446,6.4119334
92447,11.422531
92448,12.014008
92449,10.053369
92450,11.082291
92451,5.192333
92452,7.8835626
92453,7.4368224
92454,11.872535
92455,15.172502
92456,13.587875
92457,15.675049
92458,9.629501
92459,8.748295
92460,19.280169
92461,12.0228615
92462,12.147922
92463,14.170276
92464,18.381123
92465,21.119444
92466,4.3211627
92467,13.168407
92468,20.415705
92469,13.906413
92470,11.823025
92471,27.917486
92472,17.411905
92473,13.67775
92474,16.709688
92475,16.677742
92476,10.531522
92477,14.721579
92478,22.522963
92479,8.291511
92480,11.820726
92481,9.735297
92482,7.2308607
92483,17.390467
92484,22.313726
92485,22.429832
92486,12.171354
92487,5.2360697
92488,13.77957
92489,7.0112987
92490,10.727434
92491,12.269047
92492,18.079916
92493,4.9259286
92494,8.313079
92495,8.8488655
92496,10.386911
92497,13.051632
92498,20.175306
92499,6.3684254
92500,6.0022516
92501,11.198982
92502,2.627759
92503,7.8787737
92504,12.140025
92505,3.5422618
92506,14.947334
92507,10.143745
92508,12.204863
92509,7.6518483
92510,5.2833376
92511,11.897945
92512,19.207008
92513,5.063863
92514,10.063158
92515,11.161236
92516,10.084166
92517,13.1419935
92518,12.946114
92519,12.591488
92520,3.5504067
92521,5.612937
92522,5.0565906
92523,14.003229
92524,18.270754
92525,21.917082
92526,4.785714
92527,8.360417
92528,12.929245
92529,13.07313
92530,11.16276
92531,21.181545
92532,10.132976
92533,14.187607
92534,12.127956
92535,14.579069
92536,4.681012
92537,15.494902
92538,6.040811
92539,19.953388
92540,10.858613
92541,9.41099
92542,19.8068
92543,17.11213
92544,4.7639813
92545,9.69878
92546,10.688064
92547,10.407067
92548,18.77365
92549,17.206919
92550,7.942802
92551,8.747204
92552,10.72861
92553,13.63743
92554,17.373743
92555,8.733435
92556,4.9919586
92557,8.544804
92558,13.60598
92559,11.867865
92560,16.828466
92561,10.019533
92562,11.501599
92563,5.8669415
92564,12.429468
92565,13.771739
92566,12.076839
92567,24.14247
92568,11.59655
92569,8.158666
92570,9.745178
92571,9.2604265
92572,20.190838
92573,11.23745
92574,10.276109
92575,13.482379
92576,4.90242
92577,10.205805
92578,14.360052
92579,3.959366
92580,9.004534
92581,11.191702
92582,16.000305
92583,15.587074
92584,12.619855
92585,19.757175
92586,11.023255
92587,15.614124
92588,14.3684225
92589,13.804652
92590,12.836506
92591,13.418513
92592,11.642333
92593,3.6172411
92594,7.36846
92595,7.6671753
92596,10.165789
92597,9.409169
92598,8.121919
92599,10.610081
92600,19.22246
92601,9.850353
92602,8.576996
92603,11.652731
92604,6.307087
92605,12.67799
92606,5.8794155
92607,14.547361
92608,10.817162
92609,13.253111
92610,11.794181
92611,8.313004
92612,9.495047
92613,10.808874
92614,11.597662
92615,4.611926
92616,15.244428
92617,18.574196
92618,13.884186
92619,8.50812
92620,13.373833
92621,15.570734
92622,7.0909405
92623,9.2330675
92624,5.086916
92625,18.346548
92626,4.111686
92627,5.4882097
92628,10.953661
92629,14.565405
92630,14.023099
92631,7.9911184
92632,16.19623
92633,15.18597
92634,21.027302
92635,9.541815
92636,5.800407
92637,11.871241
92638,11.957308
92639,12.287701
92640,4.730348
92641,4.8355165
92642,20.020967
92643,10.005794
92644,3.245683
92645,9.690069
92646,15.01792
92647,9.618118
92648,5.759308
92649,11.996382
92650,13.601676
92651,12.250084
92652,10.921099
92653,12.565478
92654,13.71245
92655,9.260744
92656,4.697999
92657,20.374975
92658,10.1436205
92659,7.384165
92660,8.682217
92661,10.69709
92662,6.930194
92663,6.7334237
92664,10.081971
92665,19.085686
92666,11.493142
92667,14.9882345
92668,11.906747
92669,8.24465
92670,14.151026
92671,16.260586
92672,10.652246
92673,13.063631
92674,23.582819
92675,10.049458
92676,18.222593
92677,3.4096975
92678,9.617403
92679,4.4584575
92680,12.24736
92681,11.848314
92682,14.611137
92683,10.80743
92684,18.394655
92685,3.9451911
92686,11.44253
92687,6.470154
92688,7.2486444
92689,11.73456
92690,5.8867064
92691,8.965733
92692,12.540299
92693,17.65149
92694,14.218209
92695,28.219324
92696,10.520348
92697,10.2649765
92698,10.4722805
92699,11.761097
92700,10.734499
92701,12.103085
92702,17.396666
92703,3.5148206
92704,11.242432
92705,7.7169037
92706,4.7393236
92707,9.352686
92708,18.368711
92709,4.3338475
92710,10.599226
92711,13.640175
92712,6.264234
92713,18.708403
92714,3.8539658
92715,3.765397
92716,19.39932
92717,14.977949
92718,14.695467
92719,4.936798
92720,11.155741
92721,10.549443
92722,18.847437
92723,15.147402
92724,8.230348
92725,15.414149
92726,7.2995386
92727,4.252343
92728,4.9350014
92729,14.803153
92730,4.6394634
92731,6.6241493
92732,21.507994
92733,25.909098
92734,11.317446
92735,10.045763
92736,5.1605434
92737,9.3152485
92738,8.293346
92739,10.637745
92740,11.819794
92741,16.516499
92742,5.9901276
92743,2.62789
92744,7.7606983
92745,17.93641
92746,4.4331565
92747,9.328213
92748,17.009321
92749,13.103171
92750,5.4068727
92751,2.7531712
92752,16.66875
92753,14.563023
92754,10.779039
92755,10.772998
92756,11.144413
92757,4.9504433
92758,14.432531
92759,12.414745
92760,7.337494
92761,17.623009
92762,3.664419
92763,13.83494
92764,19.75157
92765,7.09536
92766,7.436749
92767,13.744869
92768,18.823137
92769,8.945414
92770,13.388018
92771,16.721354
92772,10.69972
92773,13.4234085
92774,4.2669888
92775,12.608143
92776,11.578196
92777,13.901426
92778,15.770974
92779,8.056189
92780,12.195755
92781,10.349225
92782,9.381199
92783,21.689297
92784,11.964842
92785,15.325474
92786,9.730402
92787,14.587761
92788,12.906705
92789,10.520187
92790,5.1654177
92791,17.96889
92792,11.302519
92793,17.805805
92794,10.207165
92795,9.469912
92796,11.067453
92797,12.848715
92798,10.763044
92799,7.590482
92800,5.084729
92801,10.757696
92802,5.0913515
92803,11.056878
92804,12.563644
92805,6.512539
92806,3.852709
92807,15.875876
92808,13.372741
92809,11.210903
92810,16.286558
92811,14.1739
92812,4.566519
92813,9.211115
92814,11.398383
92815,16.134632
92816,4.954127
92817,12.9340105
92818,5.5397167
92819,12.715865
92820,17.339006
92821,14.339917
92822,16.324404
92823,14.668026
92824,12.996535
92825,13.783996
92826,16.080303
92827,10.894569
92828,14.906513
92829,10.049477
92830,10.997951
92831,3.8155134
92832,16.021635
92833,13.14314
92834,21.050957
92835,7.5797205
92836,4.4672084
92837,3.239989
92838,11.225754
92839,12.836264
92840,14.0459175
92841,20.478086
92842,13.809705
92843,13.016914
92844,5.5385885
92845,11.516844
92846,6.808776
92847,12.293505
92848,6.0295343
92849,13.079222
92850,21.486486
92851,14.727285
92852,10.632122
92853,14.296619
92854,13.566401
92855,17.611897
92856,5.6279364
92857,8.64735
92858,14.982786
92859,14.272831
92860,15.257425
92861,14.704212
92862,14.101102
92863,9.682808
92864,13.02136
92865,16.28576
92866,19.91734
92867,9.968409
92868,20.941702
92869,4.106351
92870,11.635707
92871,14.954906
92872,6.927092
92873,13.105083
92874,5.627738
92875,12.783026
92876,12.499216
92877,10.419754
92878,6.924327
92879,13.862587
92880,10.929372
92881,5.2641573
92882,5.689685
92883,17.191153
92884,10.14282
92885,10.745009
92886,17.967995
92887,11.796434
92888,16.480024
92889,12.094322
92890,12.991928
92891,12.221982
92892,14.782236
92893,10.465902
92894,6.889051
92895,8.089966
92896,6.2660837
92897,7.9335766
92898,11.036745
92899,11.3988495
92900,5.1389904
92901,10.913153
92902,7.8259964
92903,21.206503
92904,13.353491
92905,10.283957
92906,14.013691
92907,4.7740703
92908,13.163919
92909,7.8630953
92910,4.541516
92911,11.984427
92912,14.237045
92913,10.17533
92914,13.306535
92915,9.868261
92916,3.7501585
92917,13.431816
92918,14.489849
92919,11.458903
92920,13.72497
92921,4.7710214
92922,6.701274
92923,11.318904
92924,20.869251
92925,4.052169
92926,17.86445
92927,7.4372263
92928,10.57346
92929,8.585325
92930,13.551632
92931,10.873937
92932,9.390155
92933,14.680322
92934,3.0775652
92935,7.222142
92936,9.168249
92937,10.777648
92938,14.155888
92939,8.696148
92940,13.958327
92941,3.3075378
92942,13.966995
92943,10.762388
92944,3.2737772
92945,10.658209
92946,11.601633
92947,6.861739
92948,4.686954
92949,11.160884
92950,10.32518
92951,9.40889
92952,10.189209
92953,7.4398384
92954,9.79844
92955,12.331728
92956,11.051222
92957,18.303242
92958,14.3120165
92959,4.900897
92960,14.529459
92961,12.325432
92962,14.607731
92963,9.822893
92964,14.560035
92965,14.465246
92966,5.200879
92967,10.930968
92968,12.380573
92969,10.6334095
92970,4.1091914
92971,10.066147
92972,9.427096
92973,18.962507
92974,5.8493347
92975,4.48352
92976,6.6323156
92977,13.778035
92978,19.216085
92979,4.679817
92980,4.8368664
92981,12.551836
92982,12.462744
92983,6.2374344
92984,13.536558
92985,11.835987
92986,4.3840303
92987,4.523522
92988,15.098873
92989,9.624359
92990,3.9950771
92991,4.273331
92992,12.881997
92993,19.524958
92994,13.038398
92995,5.2033825
92996,17.10184
92997,10.931252
92998,10.606822
92999,21.81265
93000,4.9125953
93001,9.232681
93002,18.787611
93003,18.568588
93004,11.082712
93005,11.272596
93006,13.382036
93007,12.441309
93008,13.177633
93009,5.702504
93010,7.205803
93011,3.8213894
93012,13.752608
93013,10.276472
93014,12.759264
93015,16.646217
93016,11.490548
93017,16.458458
93018,15.908581
93019,14.414038
93020,9.97628
93021,3.2213116
93022,4.401897
93023,8.503519
93024,8.979745
93025,12.146945
93026,4.7354074
93027,10.69857
93028,10.234051
93029,10.966347
93030,4.651391
93031,13.740898
93032,10.730206
93033,6.463823
93034,10.171894
93035,6.9441605
93036,11.326757
93037,11.589565
93038,11.041302
93039,14.432676
93040,10.277586
93041,16.749914
93042,14.138364
93043,10.460415
93044,11.872339
93045,9.531063
93046,15.536895
93047,4.274794
93048,10.830427
93049,15.562716
93050,9.664633
93051,9.044634
93052,19.301779
93053,8.003461
93054,10.173185
93055,10.575329
93056,10.041825
93057,5.1025276
93058,10.21969
93059,9.108052
93060,2.4060366
93061,15.091303
93062,5.1100388
93063,3.6646848
93064,10.330318
93065,7.102648
93066,8.993753
93067,5.737708
93068,15.736733
93069,10.875433
93070,7.52495
93071,13.207831
93072,5.1440926
93073,4.871153
93074,12.518841
93075,17.927225
93076,14.680918
93077,12.062738
93078,12.5765705
93079,14.16222
93080,21.569021
93081,12.123633
93082,22.831362
93083,11.502623
93084,14.074911
93085,5.252658
93086,12.399528
93087,11.987656
93088,14.130318
93089,13.630008
93090,10.452023
93091,11.063925
93092,4.3554745
93093,12.79055
93094,11.897668
93095,7.838742
93096,4.952201
93097,8.079564
93098,18.063204
93099,21.080252
93100,5.0343237
93101,4.7263494
93102,10.76132
93103,18.844154
93104,8.438327
93105,10.628814
93106,7.3678327
93107,4.5711994
93108,9.651775
93109,10.750753
93110,11.302479
93111,4.776193
93112,10.35676
93113,14.3505745
93114,11.881573
93115,12.802401
93116,17.938425
93117,20.404196
93118,14.873084
93119,11.02696
93120,9.125376
93121,17.338749
93122,11.608215
93123,9.9135
93124,4.390483
93125,13.274305
93126,10.36455
93127,17.114157
93128,9.674275
93129,9.778921
93130,9.737133
93131,9.205458
93132,15.845374
93133,11.933931
93134,15.186522
93135,10.138717
93136,4.588751
93137,15.448735
93138,20.181784
93139,4.804805
93140,14.443085
93141,4.8913536
93142,8.482954
93143,15.411085
93144,20.749239
93145,11.807863
93146,10.485091
93147,11.409005
93148,9.036665
93149,18.212318
93150,3.8491266
93151,9.354384
93152,13.558821
93153,2.770734
93154,14.6099205
93155,7.532887
93156,9.550802
93157,5.3524942
93158,18.106153
93159,15.449781
93160,5.8217983
93161,4.3705463
93162,14.7288
93163,4.8779116
93164,13.815928
93165,11.592438
93166,5.4356318
93167,24.000864
93168,14.007458
93169,30.143188
93170,6.081587
93171,11.4132
93172,5.4658504
93173,4.361885
93174,10.093773
93175,7.3030386
93176,16.826403
93177,12.037031
93178,17.096132
93179,7.5846057
93180,10.605642
93181,5.795904
93182,11.295464
93183,12.4751215
93184,14.900541
93185,18.404482
93186,7.312375
93187,8.873171
93188,12.033715
93189,20.016245
93190,13.345415
93191,18.408144
93192,5.4025497
93193,13.1031475
93194,7.9410105
93195,9.216391
93196,13.703039
93197,10.219769
93198,12.675912
93199,10.782838
93200,10.088381
93201,4.7911987
93202,14.157074
93203,15.825903
93204,11.508545
93205,12.159384
93206,9.55562
93207,17.600798
93208,16.642414
93209,7.4268517
93210,11.0102005
93211,9.452427
93212,19.817959
93213,3.3976052
93214,11.128957
93215,7.7459965
93216,16.989698
93217,4.600845
93218,5.3080606
93219,18.114393
93220,13.032691
93221,12.639362
93222,12.212852
93223,8.176909
93224,8.957421
93225,14.190733
93226,3.5978189
93227,5.662745
93228,16.327103
93229,13.795153
93230,10.844616
93231,14.168608
93232,17.22764
93233,7.539324
93234,12.889412
93235,9.572365
93236,4.7181683
93237,5.67218
93238,12.9784775
93239,14.964651
93240,12.272518
93241,9.583857
93242,16.496546
93243,12.182719
93244,14.665393
93245,9.945894
93246,5.7120643
93247,10.664511
93248,10.4636345
93249,10.649307
93250,5.8711443
93251,10.393487
93252,17.001007
93253,8.710123
93254,5.538259
93255,10.473642
93256,16.94385
93257,4.93442
93258,17.000658
93259,9.00894
93260,16.558628
93261,10.469594
93262,10.780901
93263,15.90513
93264,8.688623
93265,18.897396
93266,18.1942
93267,7.022175
93268,11.389093
93269,10.9811325
93270,4.1215425
93271,10.957153
93272,5.0211267
93273,9.857647
93274,16.965725
93275,15.342412
93276,14.897664
93277,16.679014
93278,3.7720196
93279,10.241821
93280,16.629602
93281,12.24081
93282,14.169449
93283,12.493761
93284,4.612421
93285,8.321926
93286,18.637587
93287,23.10389
93288,14.7188835
93289,6.6854343
93290,18.91632
93291,13.458244
93292,15.247242
93293,9.08266
93294,9.326645
93295,13.196441
93296,7.113293
93297,5.091618
93298,22.823376
93299,13.974043
93300,8.7341385
93301,11.362911
93302,10.489878
93303,4.946951
93304,10.540042
93305,20.408428
93306,10.230696
93307,11.355125
93308,9.861828
93309,18.250048
93310,11.655209
93311,2.7117474
93312,9.263073
93313,12.624331
93314,11.586117
93315,11.601658
93316,8.178477
93317,5.2901373
93318,8.7465515
93319,11.363581
93320,10.459641
93321,17.496582
93322,18.73239
93323,4.7551985
93324,6.637422
93325,11.134626
93326,9.806498
93327,13.0161705
93328,10.035311
93329,9.68726
93330,3.7249606
93331,17.341131
93332,10.086197
93333,11.059026
93334,10.5854645
93335,10.369116
93336,11.631394
93337,10.682177
93338,16.41485
93339,5.209646
93340,19.861708
93341,8.083575
93342,10.10619
93343,20.15323
93344,14.7655945
93345,5.524872
93346,16.925451
93347,9.833321
93348,4.121474
93349,5.6429853
93350,6.93155
93351,21.439243
93352,21.131031
93353,12.251752
93354,8.564252
93355,5.2638626
93356,11.4172735
93357,17.500288
93358,5.813917
93359,8.879008
93360,3.972822
93361,18.952578
93362,19.418901
93363,12.646668
93364,10.627929
93365,5.091614
93366,18.15198
93367,15.772419
93368,19.134527
93369,10.923238
93370,24.405855
93371,12.090965
93372,4.976921
93373,12.112408
93374,10.97458
93375,12.508412
93376,13.954956
93377,4.5933447
93378,11.640459
93379,10.986343
93380,11.910121
93381,7.381276
93382,4.502596
93383,7.101152
93384,9.027303
93385,4.6617093
93386,12.822672
93387,15.356414
93388,7.474286
93389,15.12238
93390,13.789703
93391,10.46404
93392,6.479739
93393,4.9227467
93394,10.19281
93395,11.24913
93396,17.937016
93397,6.8691382
93398,5.100561
93399,9.539162
93400,12.925522
93401,5.9526987
93402,11.816919
93403,10.675652
93404,12.11532
93405,10.38324
93406,10.402107
93407,10.782103
93408,4.014401
93409,6.266079
93410,13.882107
93411,11.401053
93412,15.9362955
93413,17.77633
93414,9.092337
93415,6.2539377
93416,11.791721
93417,6.106803
93418,13.490244
93419,8.147455
93420,3.437212
93421,9.469072
93422,13.060505
93423,10.19734
93424,13.467675
93425,10.69404
93426,11.096361
93427,5.293805
93428,13.509757
93429,10.213053
93430,15.921191
93431,5.612871
93432,10.540834
93433,11.66967
93434,5.2827597
93435,11.738991
93436,16.60254
93437,16.868187
93438,13.32897
93439,11.156714
93440,31.677195
93441,16.479704
93442,5.503223
93443,11.673557
93444,12.990436
93445,20.753225
93446,5.3959703
93447,17.391533
93448,18.192614
93449,11.190617
93450,14.053984
93451,5.564085
93452,15.078005
93453,7.6368523
93454,16.511406
93455,9.522423
93456,16.685596
93457,11.426107
93458,11.698566
93459,21.27609
93460,13.705889
93461,4.5363336
93462,10.086134
93463,6.615074
93464,12.553213
93465,15.593724
93466,11.428557
93467,11.339026
93468,8.811657
93469,3.98326
93470,17.637812
93471,6.9838495
93472,14.250284
93473,9.921303
93474,12.315689
93475,8.918975
93476,8.408388
93477,12.14463
93478,8.16499
93479,11.574941
93480,6.0217843
93481,22.72204
93482,15.784042
93483,12.092385
93484,10.167247
93485,10.055211
93486,16.895098
93487,20.334639
93488,5.877117
93489,11.263844
93490,14.079306
93491,8.821964
93492,6.7952223
93493,12.219309
93494,9.68936
93495,15.157537
93496,10.456892
93497,12.937741
93498,6.328845
93499,13.111959
93500,12.084724
93501,7.69915
93502,14.512869
93503,21.51984
93504,9.39542
93505,10.2268715
93506,6.0030746
93507,5.7774363
93508,6.2625237
93509,11.560409
93510,17.377514
93511,12.604769
93512,11.154978
93513,10.887069
93514,18.600739
93515,16.968943
93516,15.07375
93517,9.344492
93518,21.739187
93519,17.331022
93520,13.519628
93521,11.821841
93522,15.983935
93523,16.420616
93524,5.046979
93525,22.439388
93526,5.6362543
93527,11.5666895
93528,8.346019
93529,11.059704
93530,7.9145303
93531,12.133631
93532,16.494532
93533,20.98921
93534,5.4467525
93535,11.278599
93536,16.719225
93537,7.000555
93538,11.015898
93539,15.943209
93540,16.56096
93541,15.264359
93542,17.792946
93543,11.692649
93544,2.8637054
93545,9.891714
93546,20.168509
93547,11.114468
93548,10.399509
93549,9.391117
93550,10.415127
93551,5.254505
93552,12.195785
93553,7.4445257
93554,11.723766
93555,10.715029
93556,10.617655
93557,18.209433
93558,5.1694202
93559,6.3743534
93560,16.593336
93561,11.054178
93562,8.29801
93563,16.931799
93564,15.63546
93565,13.891966
93566,8.1601925
93567,9.124366
93568,12.734202
93569,6.8144064
93570,10.026766
93571,16.569145
93572,9.5356455
93573,11.217926
93574,11.92668
93575,11.155849
93576,4.9357576
93577,7.0499096
93578,22.158274
93579,11.320999
93580,14.601568
93581,9.846459
93582,16.509563
93583,18.92247
93584,10.229006
93585,14.126123
93586,8.286096
93587,9.85268
93588,11.569988
93589,8.589013
93590,9.172284
93591,8.052645
93592,17.233725
93593,10.887522
93594,5.741253
93595,10.987379
93596,9.3829
93597,4.6728525
93598,19.596567
93599,4.6549287
93600,10.073732
93601,6.2143326
93602,10.706153
93603,12.15651
93604,14.498568
93605,10.67565
93606,17.607466
93607,14.741451
93608,4.827565
93609,9.292974
93610,13.34771
93611,11.8697605
93612,12.960724
93613,14.566826
93614,11.056373
93615,7.324053
93616,9.682431
93617,3.619818
93618,10.680376
93619,15.980837
93620,4.5418415
93621,3.996204
93622,8.6784315
93623,9.331289
93624,12.1456585
93625,12.76661
93626,10.492259
93627,18.009325
93628,7.883825
93629,11.835844
93630,6.465061
93631,14.619503
93632,12.689966
93633,9.275362
93634,19.053228
93635,13.03943
93636,7.071766
93637,14.776962
93638,3.9591243
93639,13.570176
93640,15.2328005
93641,11.185836
93642,10.598297
93643,22.818792
93644,12.181351
93645,3.2805884
93646,7.7349377
93647,14.32532
93648,4.7756357
93649,7.7110786
93650,13.354835
93651,11.249018
93652,14.114784
93653,4.5634475
93654,10.976751
93655,11.469571
93656,21.006472
93657,15.906304
93658,14.5862255
93659,11.907572
93660,14.869191
93661,3.7019985
93662,6.935671
93663,10.14395
93664,13.419772
93665,5.4604955
93666,4.202375
93667,12.393555
93668,4.3380084
93669,7.7610316
93670,21.132956
93671,16.4511
93672,16.091042
93673,15.120978
93674,23.341413
93675,4.5168858
93676,17.781012
93677,4.3152966
93678,6.99714
93679,11.502302
93680,4.913142
93681,12.772049
93682,2.5111108
93683,10.3253145
93684,11.391145
93685,8.364787
93686,10.265441
93687,7.567128
93688,17.062262
93689,14.449357
93690,4.6909084
93691,20.743368
93692,16.217949
93693,10.694354
93694,15.163782
93695,13.538163
93696,13.199532
93697,21.639046
93698,14.750071
93699,11.743134
93700,2.8199205
93701,9.554694
93702,3.675054
93703,14.858174
93704,10.064728
93705,4.686694
93706,17.33684
93707,13.827763
93708,15.684777
93709,9.575407
93710,12.50212
93711,16.087236
93712,3.5855937
93713,8.060967
93714,4.6056876
93715,6.596079
93716,12.056704
93717,4.582486
93718,8.585792
93719,10.769413
93720,24.522684
93721,10.262157
93722,10.097101
93723,7.38849
93724,15.08005
93725,4.8240614
93726,11.385061
93727,17.369938
93728,14.632822
93729,16.871958
93730,11.689297
93731,20.574179
93732,7.440959
93733,14.579832
93734,16.91662
93735,14.800946
93736,13.126425
93737,14.2097435
93738,5.1373363
93739,5.239852
93740,17.05155
93741,13.328524
93742,21.537916
93743,5.505327
93744,14.169577
93745,10.812846
93746,13.460775
93747,9.693043
93748,5.551783
93749,10.744137
93750,14.1294985
93751,10.530109
93752,5.1911697
93753,11.617545
93754,10.89621
93755,7.714193
93756,12.289525
93757,3.7986233
93758,9.575632
93759,11.119048
93760,3.500096
93761,9.734623
93762,11.24129
93763,7.089813
93764,11.590775
93765,19.30135
93766,10.94277
93767,11.10136
93768,14.759918
93769,6.620705
93770,11.343603
93771,10.429785
93772,13.867331
93773,9.93519
93774,8.770388
93775,18.019642
93776,12.195139
93777,16.347427
93778,8.77104
93779,10.697317
93780,15.632654
93781,7.2989125
93782,10.133772
93783,8.843115
93784,5.9819217
93785,7.496121
93786,14.458038
93787,9.505611
93788,11.687726
93789,12.489525
93790,15.809982
93791,15.667673
93792,15.247696
93793,32.55894
93794,11.281556
93795,8.474142
93796,4.96743
93797,12.998432
93798,15.240472
93799,14.577019
93800,17.567402
93801,12.517425
93802,10.952261
93803,16.455887
93804,14.121321
93805,14.241084
93806,4.4520984
93807,9.315185
93808,8.002838
93809,7.162923
93810,10.870058
93811,11.183697
93812,13.407911
93813,13.681969
93814,11.79739
93815,9.444326
93816,8.618895
93817,14.328543
93818,12.292597
93819,11.044259
93820,15.620376
93821,21.105822
93822,7.910097
93823,5.3550606
93824,23.514137
93825,6.18932
93826,12.359489
93827,9.992054
93828,8.232704
93829,11.728043
93830,13.061832
93831,10.9227
93832,18.152868
93833,9.335983
93834,10.174187
93835,9.059881
93836,5.459008
93837,13.932359
93838,8.758804
93839,17.597372
93840,7.114147
93841,16.31712
93842,9.757852
93843,8.728632
93844,4.615549
93845,11.444856
93846,14.219563
93847,20.952307
93848,18.823236
93849,3.307509
93850,22.914154
93851,6.2288284
93852,11.577489
93853,13.984154
93854,13.88962
93855,10.75763
93856,11.322897
93857,10.276578
93858,16.058235
93859,20.421675
93860,11.259222
93861,11.225608
93862,12.794369
93863,16.959393
93864,24.035961
93865,16.268354
93866,12.628156
93867,12.08297
93868,10.210617
93869,11.017248
93870,6.0013704
93871,18.190413
93872,6.715148
93873,13.4484625
93874,9.268547
93875,10.290859
93876,12.508335
93877,11.673375
93878,12.766824
93879,12.454077
93880,14.103906
93881,13.643274
93882,4.3511868
93883,21.585901
93884,13.552181
93885,9.701029
93886,15.810095
93887,5.601515
93888,11.902
93889,17.40412
93890,14.030502
93891,4.4139547
93892,11.667937
93893,8.497911
93894,8.710791
93895,13.494518
93896,13.701883
93897,15.930965
93898,7.752394
93899,18.343328
93900,15.674995
93901,10.309426
93902,13.4319725
93903,12.073924
93904,9.120659
93905,5.9387255
